Animal_Type,Breed,Age,Gender,Weight,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Duration,Appetite_Loss,Vomiting,Diarrhea,Coughing,Labored_Breathing,Lameness,Skin_Lesions,Nasal_Discharge,Eye_Discharge,Body_Temperature,Heart_Rate,Disease_Prediction
Dog,Poodle,7,Female,15.7,Diarrhea,Fever,Dehydration,Nasal Discharge,13 days,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,40.2°C,70,Canine Distemper
Dog,Pit Bull,7.6,Male,17,Vomiting,Anorexia,Eye Discharge,Fever,2 days,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,40.3°C,107,Canine Distemper
Cow,Limousin,7.1,Male,724.3,Diarrhea,Lameness,Coughing,Dehydration,9 days,Yes,No,Yes,No,No,No,No,No,No,38.7°C,81,Parasitic Infection
Dog,Dalmatian,6.5,Female,26,Skin Lesions,Fever,Coughing,Coughing,8 days,No,Yes,Yes,Yes,No,No,No,No,No,38.7°C,84,Canine Distemper
Dog,Poodle,5,Male,12.4,Vomiting,Nasal_Discharge,Anorexia,Nasal Discharge,3 days,No,Yes,No,Yes,No,No,No,Yes,Yes,40.5°C,110,Canine Distemper
Cow,Brown Swiss,8.7,Female,627.8,Labored Breathing,Fever,Nasal Discharge,Diarrhea,8 weeks,Yes,No,No,No,No,Yes,Yes,No,No,39.4°C,79,Foot and Mouth Disease
Dog,Siberian Husky,5.5,Male,31.4,Coughing,Skin Lesions,Eye Discharge,Eye_Discharge,6 days,No,No,No,Yes,No,No,No,Yes,No,38.9°C,127,Kennel Cough
Cow,Holstein,4.1,Female,458.8,Weakness,Labored Breathing,Anorexia,Nasal Discharge,13 days,No,No,No,Yes,Yes,No,No,Yes,Yes,39.7°C,67,Respiratory Disease
Cow,Holstein,1.6,Female,605.8,Skin Lesions,Vomiting,Coughing,Weight Loss,12 days,Yes,No,Yes,No,No,No,No,No,No,38.7°C,68,Parasitic Infection
Cow,Brown Swiss,8,Male,377.7,Eye Discharge,Vomiting,Diarrhea,Skin Lesions,8 days,No,No,Yes,No,No,No,No,No,No,39.6°C,60,Parasitic Infection
Dog,Akita,0.8,Female,5.3,Coughing,Vomiting,Fever,Eye Discharge,1 days,Yes,Yes,Yes,No,No,No,No,No,No,39.5°C,148,Parvovirus
Cow,Angus,7.1,Male,539.1,Fever,Dehydration,Diarrhea,Vomiting,8 days,No,No,Yes,No,No,No,No,Yes,No,39.3°C,59,Bovine Viral Diarrhea
Dog,Labrador,0.8,Female,29.4,Coughing,Nasal Discharge,Labored Breathing,Vomiting,1 days,Yes,No,Yes,No,No,No,No,No,No,40.0°C,126,Parvovirus
Dog,Border Collie,0.6,Female,16.4,Vomiting,Skin Lesions,Vomiting,Fever,4 weeks,Yes,Yes,Yes,No,No,No,No,No,No,39.5°C,137,Parvovirus
Dog,Dalmatian,4.7,Female,45.9,Nasal_Discharge,Coughing,Nasal Discharge,Eye_Discharge,11 days,No,No,No,Yes,No,No,No,No,No,39.5°C,63,Canine Distemper
Dog,Rottweiler,0.4,Male,67.1,Anorexia,Dehydration,Fever,Nasal_Discharge,3 days,Yes,Yes,Yes,Yes,No,No,No,No,Yes,39.9°C,140,Canine Distemper
Cow,Brahman,6.5,Male,422.2,Respiratory Signs,Anorexia,Eye Discharge,Nasal Discharge,12 days,No,No,Yes,No,No,No,No,Yes,No,39.6°C,48,Bovine Viral Diarrhea
Dog,German Shepherd,7.9,Male,22.2,Dehydration,Anorexia,Lameness,Weakness,6 days,Yes,No,No,No,No,Yes,No,No,No,39.2°C,76,Lyme Disease
Dog,Pit Bull,2.8,Male,12.2,Coughing,Vomiting,Nasal_Discharge,Weakness,6 days,Yes,Yes,No,Yes,Yes,No,No,Yes,No,40.7°C,113,Canine Distemper
Cow,Aberdeen Angus,4.4,Male,505.4,Vomiting,Labored Breathing,Coughing,Dehydration,7 days,No,No,No,Yes,Yes,No,No,Yes,No,39.0°C,67,Respiratory Disease
Cow,Shorthorn,10.1,Male,543.1,Anemia,Eye Discharge,Lameness,Weight Loss,10 days,Yes,No,Yes,No,No,No,No,No,No,39.1°C,78,Parasitic Infection
Cow,Jersey,7.3,Female,494.6,Coughing,Dehydration,Fever,Nasal Discharge,4 days,No,No,No,No,No,Yes,Yes,No,No,39.2°C,76,Foot and Mouth Disease
Cow,Guernsey,7.9,Male,662.4,Nasal Discharge,Respiratory Signs,Skin Lesions,Diarrhea,6 days,No,No,Yes,No,Yes,No,No,No,Yes,39.5°C,66,Bovine Viral Diarrhea
Dog,Husky,0.4,Female,26.9,Lethargy,Diarrhea,Nasal Discharge,Vomiting,4 days,Yes,No,Yes,No,No,No,No,No,No,41.3°C,157,Parvovirus
Cow,Ayrshire,2.5,Female,511.8,Diarrhea,Labored Breathing,Anorexia,Fever,9 days,Yes,No,No,No,No,No,No,No,No,39.1°C,61,Mastitis
Dog,Labrador Retriever,0.1,Male,21.1,Vomiting,Lameness,Nasal_Discharge,Anorexia,4 weeks,Yes,No,No,Yes,No,No,No,Yes,Yes,39.0°C,155,Kennel Cough
Dog,Poodle,0.9,Female,-0.9,Lameness,Vomiting,Fever,Lethargy,6 weeks,Yes,Yes,Yes,No,No,No,No,No,No,39.6°C,139,Parvovirus
Dog,German Shepherd,3.9,Female,29.3,Nasal Discharge,Anorexia,Dehydration,Lameness,7 days,Yes,Yes,Yes,No,No,No,No,No,No,38.5°C,77,Gastroenteritis
Cow,Charolais,5.4,Female,547.8,Eye Discharge,Dehydration,Diarrhea,Vomiting,11 days,Yes,No,Yes,Yes,Yes,No,No,Yes,No,39.4°C,69,Bovine Viral Diarrhea
Cow,Guernsey,5.7,Female,722.2,Lameness,Labored Breathing,Respiratory Signs,Nasal Discharge,12 days,No,No,Yes,No,Yes,No,No,No,No,40.2°C,75,Bovine Viral Diarrhea
Dog,Cocker Spaniel,11.1,Male,11.8,Weakness,Labored Breathing,Diarrhea,Dehydration,13 days,Yes,No,Yes,Yes,No,No,No,No,No,38.1°C,84,Gastroenteritis
Dog,Golden Retriever,0.8,Female,37.6,Fever,Skin Lesions,Diarrhea,Fever,5 days,Yes,Yes,Yes,No,No,No,No,No,No,39.3°C,149,Parvovirus
Dog,German Shepherd,4.9,Female,23.7,Vomiting,Lameness,Anorexia,Diarrhea,13 days,Yes,Yes,Yes,No,No,No,No,No,No,38.5°C,129,Gastroenteritis
Dog,Doberman Pinscher,0.4,Female,24.6,Diarrhea,Nasal Discharge,Coughing,Diarrhea,14 hours,Yes,Yes,Yes,No,No,No,No,No,No,38.8°C,144,Parvovirus
Dog,Rottweiler,1.1,Male,53.7,Dehydration,Vomiting,Labored Breathing,Diarrhea,4 days,No,Yes,Yes,No,No,No,Yes,No,No,39.0°C,124,Gastroenteritis
Dog,Pit Bull,1,Male,22.5,Coughing,Labored Breathing,Nasal Discharge,Vomiting,8 weeks,No,No,Yes,Yes,Yes,No,No,Yes,Yes,39.4°C,77,Canine Distemper
Cow,Shorthorn,10.4,Female,356.4,Diarrhea,Dehydration,Eye Discharge,Vomiting,10 days,No,No,No,No,No,No,No,No,No,39.7°C,51,Parasitic Infection
Cow,Guernsey,3.8,Male,505.7,Eye Discharge,Vomiting,Lameness,Dehydration,5 days,Yes,No,No,No,No,No,No,Yes,No,40.2°C,59,Bovine Viral Diarrhea
Cow,Angus,7.1,Male,615,Dehydration,Swollen Udder,Fever,Skin Lesions,2 days,Yes,No,No,No,No,Yes,Yes,No,No,40.8°C,79,Mastitis
Cow,Brahman,2.5,Male,469.4,Fever,Diarrhea,Anemia,Eye Discharge,1 days,No,No,No,No,No,No,No,No,No,38.6°C,62,Parasitic Infection
Dog,Rottweiler,6.9,Female,67.4,Diarrhea,Lethargy,Eye Discharge,Appetite Loss,8 days,Yes,Yes,Yes,No,No,No,No,No,No,38.9°C,123,Gastroenteritis
Cow,Red Angus,10,Female,436.7,Coughing,Dehydration,Nasal Discharge,Anorexia,8 weeks,No,No,Yes,No,No,No,No,No,No,38.6°C,79,Parasitic Infection
Cow,Holstein,1.2,Male,554.6,Eye Discharge,Fever,Dehydration,Labored Breathing,6 days,Yes,No,No,Yes,Yes,No,No,Yes,Yes,40.8°C,68,Respiratory Disease
Dog,Golden Retriever,0.7,Female,22.8,Diarrhea,Vomiting,Lethargy,Eye Discharge,8 days,Yes,Yes,Yes,No,No,No,No,No,No,38.9°C,152,Gastroenteritis
Cow,Charolais,6.2,Female,513.3,Lameness,Anorexia,Skin Lesions,Eye Discharge,14 days,Yes,No,No,No,No,No,Yes,No,No,39.1°C,55,Foot and Mouth Disease
Cow,Holstein,3.4,Male,544,Dehydration,Fever,Labored Breathing,Eye Discharge,5 days,No,No,No,No,Yes,No,No,No,No,40.3°C,76,Respiratory Disease
Cow,Belted Galloway,2,Male,671,Skin Lesions,Fever,Dehydration,Nasal Discharge,13 days,Yes,No,No,No,No,No,No,No,No,39.0°C,74,Bovine Viral Diarrhea
Cow,Angus,2.2,Male,568.4,Anorexia,Coughing,Dehydration,Labored Breathing,8 days,No,No,No,Yes,Yes,No,No,No,No,39.6°C,59,Respiratory Disease
Dog,Labrador,3.7,Female,28.7,Skin Lesions,Nasal_Discharge,Eye_Discharge,Labored Breathing,7 days,Yes,No,Yes,Yes,No,No,No,No,No,38.5°C,108,Canine Distemper
Cow,Angus,1.1,Female,467.9,Diarrhea,Labored Breathing,Rumen Issues,Skin Lesions,6 days,Yes,Yes,No,No,No,Yes,Yes,No,No,40.0°C,55,Foot and Mouth Disease
Cow,Belted Galloway,5.8,Female,461.6,Nasal Discharge,Eye Discharge,Diarrhea,Dehydration,14 days,No,No,No,Yes,Yes,No,No,Yes,Yes,39.1°C,64,Respiratory Disease
Cow,Dexter,11.7,Male,587.9,Dehydration,Anorexia,Labored Breathing,Weakness,13 days,No,No,No,Yes,Yes,No,Yes,Yes,Yes,39.8°C,55,Respiratory Disease
Dog,Poodle,0.4,Male,11,Eye Discharge,Labored Breathing,Skin Lesions,Dehydration,14 days,No,No,No,Yes,Yes,No,No,Yes,No,38.3°C,149,Kennel Cough
Dog,Rottweiler,5.9,Male,66.7,Lethargy,Labored Breathing,Eye Discharge,Vomiting,14 days,Yes,Yes,Yes,No,No,No,Yes,No,No,39.1°C,116,Gastroenteritis
Dog,German Shepherd,6.5,Male,35.9,Lameness,Dehydration,Eye Discharge,Skin Lesions,9 days,No,No,No,No,No,Yes,No,No,No,38.5°C,115,Lyme Disease
Cow,Dexter,4.3,Male,461.1,Diarrhea,Weakness,Lameness,Skin Lesions,13 days,No,No,No,No,No,No,No,No,No,40.2°C,72,Mastitis
Dog,Doberman Pinscher,7.6,Male,28.2,Coughing,Skin Lesions,Diarrhea,Eye_Discharge,12 days,No,No,No,Yes,No,No,No,Yes,Yes,38.9°C,112,Kennel Cough
Cow,Charolais,0.4,Female,625.9,Skin Lesions,Nasal Discharge,Vomiting,Coughing,1 days,No,No,No,Yes,Yes,No,No,Yes,Yes,38.9°C,131,Respiratory Disease
Dog,Bulldog,8.6,Female,15.7,Skin Lesions,Diarrhea,Coughing,Coughing,9 hours,No,No,No,Yes,No,No,No,No,No,38.7°C,102,Kennel Cough
Dog,Chihuahua,0.8,Female,5.7,Lameness,Fever,Eye Discharge,Vomiting,13 days,Yes,Yes,Yes,No,No,No,No,No,No,38.5°C,155,Parvovirus
Cow,Guernsey,6.8,Male,463.6,Nasal Discharge,Diarrhea,Weakness,Coughing,12 days,Yes,No,No,No,No,Yes,Yes,No,No,39.9°C,81,Foot and Mouth Disease
Cow,Brahman,7.8,Male,559.9,Lameness,Weakness,Dehydration,Reduced Appetite,1 weeks,No,No,No,No,No,No,No,No,No,39.3°C,73,Mastitis
Cow,Brahman,0.1,Male,447.8,Anorexia,Fever,Labored Breathing,Weakness,11 days,Yes,No,No,No,No,Yes,Yes,No,No,39.3°C,103,Foot and Mouth Disease
Cow,Red Angus,9.6,Male,519.4,Fever,Coughing,Weakness,Eye Discharge,15 hours,Yes,No,Yes,No,No,No,Yes,No,Yes,39.3°C,61,Bovine Viral Diarrhea
Dog,Rottweiler,0.3,Female,69.3,Diarrhea,Fever,Vomiting,Fever,9 days,Yes,Yes,Yes,No,No,No,No,No,No,39.6°C,136,Parvovirus
Dog,Dalmatian,0.8,Male,23,Vomiting,Diarrhea,Coughing,Skin Lesions,9 days,Yes,Yes,Yes,No,No,No,No,No,No,39.9°C,157,Parvovirus
Cow,Charolais,0.7,Female,594.4,Fever,Labored Breathing,Weakness,Vomiting,9 days,No,No,No,Yes,Yes,No,No,Yes,No,39.3°C,132,Respiratory Disease
Dog,Dachshund,8.8,Male,21.7,Appetite Loss,Labored Breathing,Diarrhea,Dehydration,14 days,Yes,Yes,Yes,No,No,No,No,No,No,38.3°C,113,Gastroenteritis
Dog,Dalmatian,0.8,Female,28.4,Diarrhea,Weakness,Vomiting,Nasal Discharge,3 days,Yes,Yes,Yes,No,No,No,No,No,No,40.0°C,154,Parvovirus
Cow,Belted Galloway,0.5,Male,554.6,Skin Lesions,Anemia,Fever,Vomiting,10 days,Yes,No,No,No,No,No,No,No,No,39.3°C,101,Parasitic Infection
Cow,Angus,8.1,Female,590.4,Weakness,Labored Breathing,Nasal Discharge,Diarrhea,12 days,Yes,No,No,No,No,Yes,No,No,No,39.9°C,65,Foot and Mouth Disease
Dog,Dalmatian,2.1,Female,26.2,Diarrhea,Fever,Lameness,Labored Breathing,3 days,No,No,No,Yes,Yes,No,No,No,Yes,39.0°C,112,Kennel Cough
Dog,Boxer,0.6,Female,22.9,Lameness,Eye Discharge,Labored Breathing,Vomiting,7 days,Yes,Yes,Yes,No,No,No,No,No,No,39.4°C,131,Parvovirus
Cow,Shorthorn,3.3,Female,500.5,Skin Lesions,Vomiting,Lameness,Dehydration,8 days,Yes,No,Yes,No,No,No,No,No,Yes,39.9°C,48,Bovine Viral Diarrhea
Cow,Brahman,8.5,Female,676.2,Vomiting,Fever,Labored Breathing,Eye Discharge,5 days,No,No,No,Yes,Yes,No,No,Yes,Yes,39.8°C,54,Respiratory Disease
Dog,Golden Retriever,1.5,Female,24.9,Lethargy,Lameness,Weakness,Fever,1 days,Yes,No,No,No,No,Yes,No,No,No,38.9°C,97,Lyme Disease
Cow,Simmental,7.8,Male,364.3,Fever,Dehydration,Weakness,Lameness,6 weeks,Yes,No,Yes,No,No,Yes,Yes,No,No,40.2°C,64,Foot and Mouth Disease
Dog,Golden Retriever,0.8,Female,43.9,Fever,Weakness,Vomiting,Lameness,9 days,Yes,Yes,Yes,No,No,No,No,No,No,39.3°C,143,Parvovirus
Cow,Simmental,9.4,Male,711.5,Labored Breathing,Diarrhea,Diarrhea,Vomiting,21 hours,No,No,Yes,Yes,No,Yes,No,No,No,39.3°C,83,Bovine Viral Diarrhea
Dog,Corgi,3.5,Male,12.1,Reduced appetite,Nasal discharge,Sneezing,Lethargy,3 days,Yes,No,No,No,No,No,No,Yes,No,39.8°C,66,Canine Influenza
Dog,Siberian Husky,5.8,Male,32.9,Fever,Reduced appetite,Persistent cough,Lethargy,19 days,Yes,No,No,Yes,No,No,No,No,No,39.8°C,95,Canine Influenza
Dog,Corgi,1.3,Male,9.3,Fever,Reduced appetite,Sneezing,Lethargy,7 days,Yes,Yes,No,Yes,No,No,No,No,No,39.9°C,82,Canine Influenza
Dog,Labrador,6.2,Male,12.9,Sneezing,Fever,Ocular discharge,Persistent cough,19 days,Yes,No,No,Yes,No,No,No,No,Yes,40.3°C,138,Canine Influenza
Dog,Akita,1.7,Female,22.7,Reduced appetite,Fever,Nasal discharge,Lethargy,8 days,Yes,No,No,Yes,No,No,No,Yes,No,39.0°C,109,Canine Influenza
Dog,Rottweiler,1.6,Male,17,Ocular discharge,Nasal discharge,Sneezing,Persistent cough,9 days,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,39.6°C,100,Canine Influenza
Dog,Cocker Spaniel,6.6,Female,27.6,Fever,Sneezing,Persistent cough,Nasal discharge,19 days,No,No,Yes,Yes,Yes,No,No,Yes,No,39.6°C,118,Canine Influenza
Dog,Pit Bull,3.7,Female,20.1,Reduced appetite,Nasal discharge,Lethargy,Ocular discharge,21 days,Yes,No,No,No,No,No,No,Yes,Yes,40.6°C,88,Canine Influenza
Dog,Doberman Pinscher,2.6,Male,32.9,Nasal discharge,Lethargy,Persistent cough,Ocular discharge,8 days,No,No,No,Yes,Yes,No,No,Yes,Yes,39.0°C,122,Canine Influenza
Dog,Chihuahua,0.2,Male,16.5,Sneezing,Lethargy,Ocular discharge,Reduced appetite,18 days,Yes,No,Yes,Yes,No,No,No,No,Yes,39.8°C,150,Canine Influenza
Dog,Beagle,1.3,Female,11.6,Lethargy,Ocular discharge,Sneezing,Persistent cough,11 days,Yes,No,No,Yes,No,No,No,No,Yes,40.4°C,83,Canine Influenza
Dog,Husky,1.8,Male,25.4,Nasal discharge,Reduced appetite,Lethargy,Fever,9 days,Yes,No,No,No,Yes,No,No,Yes,No,39.3°C,64,Canine Influenza
Dog,Siberian Husky,4.3,Female,24.6,Reduced appetite,Fever,Ocular discharge,Persistent cough,14 days,Yes,No,No,Yes,No,No,No,No,Yes,40.5°C,113,Canine Influenza
Dog,Bulldog,3.8,Male,16.5,Nasal discharge,Sneezing,Lethargy,Persistent cough,7 days,No,No,No,Yes,No,No,No,Yes,No,39.7°C,136,Canine Influenza
Dog,Chihuahua,3.5,Male,22.5,Nasal discharge,Sneezing,Ocular discharge,Reduced appetite,9 days,Yes,No,No,Yes,No,No,No,Yes,Yes,40.0°C,87,Canine Influenza
Dog,Poodle,6,Male,28.8,Ocular discharge,Lethargy,Fever,Persistent cough,5 days,Yes,No,No,Yes,No,No,No,No,Yes,39.2°C,118,Canine Influenza
Dog,Labrador Retriever,3.3,Female,26,Persistent cough,Lethargy,Nasal discharge,Sneezing,1 weeks,Yes,No,No,Yes,Yes,No,No,Yes,No,39.8°C,120,Canine Influenza
Dog,Beagle,0.3,Male,7.4,Nasal discharge,Lethargy,Reduced appetite,Ocular discharge,8 weeks,Yes,No,No,Yes,Yes,No,No,Yes,Yes,39.7°C,127,Canine Influenza
Dog,Doberman Pinscher,7.6,Male,22.3,Fever,Lethargy,Nasal discharge,Reduced appetite,21 days,Yes,Yes,No,Yes,No,No,No,Yes,No,39.0°C,137,Canine Influenza
Dog,Dalmatian,6.7,Female,19.3,Persistent cough,Ocular discharge,Lethargy,Fever,18 days,No,No,No,Yes,Yes,No,No,No,Yes,39.6°C,65,Canine Influenza
Dog,Border Collie,7.4,Female,26.1,Sneezing,Nasal discharge,Lethargy,Persistent cough,4 days,Yes,No,No,Yes,Yes,No,No,Yes,No,40.1°C,85,Canine Influenza
Dog,Yorkshire Terrier,1.5,Male,13,Ocular discharge,Nasal discharge,Fever,Reduced appetite,11 days,Yes,No,No,Yes,No,No,No,Yes,Yes,39.7°C,99,Canine Influenza
Dog,Akita,4.5,Female,14.4,Lethargy,Fever,Reduced appetite,Ocular discharge,2 weeks,Yes,No,No,Yes,No,No,No,No,Yes,39.6°C,63,Canine Influenza
Dog,Husky,1.4,Female,21.9,Ocular discharge,Lethargy,Persistent cough,Sneezing,5 weeks,No,No,No,Yes,No,No,No,No,Yes,39.3°C,93,Canine Influenza
Dog,Labrador Retriever,2.2,Female,29.3,Reduced appetite,Ocular discharge,Nasal discharge,Persistent cough,5 weeks,Yes,No,No,Yes,Yes,No,No,Yes,Yes,40.0°C,73,Canine Influenza
Dog,Rottweiler,5.2,Male,13.5,Persistent cough,Ocular discharge,Sneezing,Fever,12 days,No,No,No,Yes,No,No,No,No,Yes,40.4°C,62,Canine Influenza
Dog,Dachshund,2.4,Male,22.8,Nasal discharge,Persistent cough,Sneezing,Reduced appetite,3 days,Yes,Yes,No,Yes,No,No,No,Yes,No,38.7°C,67,Canine Influenza
Dog,Yorkshire Terrier,6.5,Male,13.9,Lethargy,Ocular discharge,Fever,Persistent cough,1 days,Yes,No,No,Yes,No,No,No,No,Yes,39.5°C,102,Canine Influenza
Dog,Shih Tzu,4.8,Male,12.5,Lethargy,Sneezing,Persistent cough,Nasal discharge,13 days,No,Yes,No,Yes,Yes,No,No,Yes,No,39.6°C,75,Canine Influenza
Dog,Border Collie,8,Male,46.1,Nasal discharge,Reduced appetite,Persistent cough,Fever,5 days,Yes,No,No,Yes,No,No,No,Yes,No,40.5°C,75,Canine Influenza
Cow,Jersey,1.9,Male,672.3,Weakness,Loss of appetite,Abdominal pain,Bloody feces,16 days,Yes,No,Yes,No,No,No,No,No,No,39.3°C,61,Bovine Coccidiosis
Cow,Brahman,1.2,Female,498.4,Dehydration,Abdominal pain,Bloody feces,Loss of appetite,6 days,Yes,No,Yes,No,No,No,No,No,No,39.2°C,69,Bovine Coccidiosis
Cow,Dexter,0.1,Male,439.9,Reduced milk production,Abdominal pain,Bloody feces,Dehydration,17 days,Yes,No,Yes,No,Yes,No,No,No,No,39.0°C,122,Bovine Coccidiosis
Cow,Dexter,0.4,Male,517.8,Reduced milk production,Loss of appetite,Diarrhea,Bloody feces,20 days,Yes,No,Yes,No,No,No,No,No,No,39.7°C,117,Bovine Coccidiosis
Cow,Dexter,1.2,Female,558,Diarrhea,Dehydration,Reduced milk production,Loss of appetite,5 weeks,Yes,No,Yes,No,No,No,No,No,No,39.3°C,66,Bovine Coccidiosis
Cow,Dexter,0.4,Male,598.5,Dehydration,Loss of appetite,Bloody feces,Diarrhea,9 days,Yes,No,Yes,No,No,No,No,No,No,39.7°C,105,Bovine Coccidiosis
Cow,Brown Swiss,1.9,Male,543.5,Weakness,Loss of appetite,Bloody feces,Dehydration,5 days,Yes,No,Yes,No,No,No,No,No,No,39.1°C,77,Bovine Coccidiosis
Cow,Simmental,1,Male,580.1,Reduced milk production,Weakness,Diarrhea,Loss of appetite,2 days,Yes,Yes,Yes,No,No,No,No,No,No,39.4°C,71,Bovine Coccidiosis
Cow,Belted Galloway,1.7,Male,603.4,Abdominal pain,Dehydration,Reduced milk production,Loss of appetite,10 days,Yes,No,No,No,No,No,No,No,No,39.2°C,69,Bovine Coccidiosis
Cow,Holstein,1.3,Female,532.8,Abdominal pain,Weakness,Dehydration,Loss of appetite,19 days,Yes,No,No,No,No,No,No,No,No,39.8°C,74,Bovine Coccidiosis
Cow,Ayrshire,0.1,Female,645.6,Bloody feces,Weakness,Dehydration,Reduced milk production,8 weeks,No,No,Yes,No,No,No,No,No,No,40.0°C,136,Bovine Coccidiosis
Cow,Red Poll,1.5,Female,688.2,Dehydration,Reduced milk production,Weakness,Bloody feces,17 days,Yes,No,Yes,No,No,No,No,No,No,40.0°C,65,Bovine Coccidiosis
Cow,Holstein,0.4,Female,498.5,Diarrhea,Bloody feces,Reduced milk production,Loss of appetite,4 days,Yes,No,Yes,No,No,No,No,No,No,39.5°C,110,Bovine Coccidiosis
Cow,Hereford,1.9,Male,458.3,Loss of appetite,Diarrhea,Weakness,Reduced milk production,1 days,Yes,No,Yes,No,No,No,No,No,No,39.6°C,59,Bovine Coccidiosis
Cow,Belted Galloway,0.7,Female,512.6,Dehydration,Bloody feces,Diarrhea,Loss of appetite,11 days,Yes,No,Yes,No,No,No,No,No,No,39.3°C,132,Bovine Coccidiosis
Cow,Hereford,1.7,Female,577.3,Diarrhea,Bloody feces,Weakness,Abdominal pain,4 weeks,Yes,No,Yes,No,No,No,No,No,No,39.2°C,58,Bovine Coccidiosis
Cow,Guernsey,0.6,Male,573.5,Dehydration,Abdominal pain,Loss of appetite,Weakness,7 days,Yes,No,No,No,No,Yes,No,No,No,39.7°C,139,Bovine Coccidiosis
Cow,Brown Swiss,0.1,Male,489,Weakness,Loss of appetite,Reduced milk production,Dehydration,3 days,Yes,No,No,No,No,No,No,No,No,39.5°C,121,Bovine Coccidiosis
Cow,Angus,2,Male,485.8,Weakness,Dehydration,Loss of appetite,Bloody feces,16 days,Yes,No,Yes,No,No,No,No,No,No,39.7°C,70,Bovine Coccidiosis
Cow,Charolais,1.4,Female,707.2,Loss of appetite,Weakness,Dehydration,Bloody feces,12 days,Yes,No,Yes,No,No,No,No,No,No,39.7°C,72,Bovine Coccidiosis
Cow,Simmental,1,Female,544.1,Weakness,Diarrhea,Loss of appetite,Abdominal pain,9 days,Yes,No,Yes,No,No,No,No,No,No,39.5°C,53,Bovine Coccidiosis
Cow,Shorthorn,1.9,Male,622.2,Weakness,Loss of appetite,Diarrhea,Reduced milk production,6 days,Yes,No,Yes,No,No,No,No,No,No,39.8°C,51,Bovine Coccidiosis
Cow,Red Poll,1.5,Female,574,Reduced milk production,Loss of appetite,Abdominal pain,Diarrhea,8 days,Yes,No,Yes,No,No,No,No,No,No,40.1°C,66,Bovine Coccidiosis
Cow,Angus,0.3,Male,520.3,Bloody feces,Reduced milk production,Diarrhea,Weakness,11 days,Yes,No,Yes,No,No,No,No,No,No,39.7°C,130,Bovine Coccidiosis
Cow,Shorthorn,1.2,Female,709.2,Loss of appetite,Diarrhea,Bloody feces,Weakness,19 days,Yes,No,Yes,No,No,No,No,No,No,40.1°C,68,Bovine Coccidiosis
Cow,Limousin,0.8,Female,417.5,Loss of appetite,Weakness,Reduced milk production,Bloody feces,18 days,Yes,No,Yes,No,No,No,No,No,No,39.4°C,106,Bovine Coccidiosis
Cow,Limousin,1.4,Male,631.5,Reduced milk production,Weakness,Diarrhea,Loss of appetite,8 weeks,Yes,No,Yes,No,No,No,No,No,No,39.9°C,78,Bovine Coccidiosis
Cow,Hereford,1,Female,538,Loss of appetite,Weakness,Bloody feces,Dehydration,14 days,Yes,No,Yes,No,No,No,No,No,No,39.3°C,72,Bovine Coccidiosis
Cow,Angus,0.4,Male,646.3,Reduced milk production,Diarrhea,Bloody feces,Loss of appetite,19 days,Yes,No,Yes,No,No,No,No,No,No,39.1°C,127,Bovine Coccidiosis
Cow,Jersey,0.4,Male,611.7,Weakness,Reduced milk production,Dehydration,Diarrhea,9 days,Yes,No,Yes,No,No,No,No,No,No,39.3°C,134,Bovine Coccidiosis
Dog,Border Collie,5.4,Female,17.5,Stiffness,Lethargy,Change in gait,Reluctance to play,14 days,Yes,No,No,No,No,Yes,No,No,No,38.7°C,114,Arthritis
Dog,Husky,7.3,Female,35,Joint pain,Stiffness,Limping,Reluctance to play,2 weeks,No,No,No,No,No,Yes,No,No,No,38.8°C,93,Arthritis
Dog,Chihuahua,14.4,Male,4.2,Limping,Change in gait,Lethargy,Difficulty rising,5 days,No,Yes,No,No,No,Yes,No,No,No,38.7°C,72,Arthritis
Dog,Corgi,12.1,Female,11.7,Joint pain,Reluctance to play,Stiffness,Lethargy,3 days,No,No,No,No,No,Yes,No,No,No,38.7°C,73,Arthritis
Dog,Bulldog,13.6,Male,15.2,Limping,Lethargy,Change in gait,Stiffness,1 days,No,No,No,No,No,Yes,No,No,No,38.9°C,137,Arthritis
Dog,Beagle,10.6,Male,13.8,Difficulty rising,Lethargy,Stiffness,Reluctance to play,9 days,Yes,No,No,No,No,Yes,No,No,No,39.0°C,74,Arthritis
Dog,Poodle,13,Male,28.2,Joint pain,Limping,Difficulty rising,Reluctance to play,11 days,No,No,No,No,No,Yes,No,No,No,39.1°C,76,Arthritis
Dog,Cocker Spaniel,6.3,Female,25.5,Reluctance to play,Change in gait,Limping,Joint pain,7 weeks,No,No,No,No,No,Yes,No,No,No,39.2°C,60,Arthritis
Dog,Siberian Husky,12.4,Male,23.1,Lethargy,Change in gait,Stiffness,Limping,14 days,No,No,No,No,No,Yes,No,No,No,39.0°C,106,Arthritis
Dog,Corgi,13.1,Female,15.2,Stiffness,Reluctance to play,Limping,Difficulty rising,7 days,Yes,No,No,No,No,Yes,No,No,No,39.0°C,114,Arthritis
Dog,Boxer,8.4,Female,28.3,Joint pain,Lethargy,Difficulty rising,Change in gait,2 weeks,No,No,No,No,No,Yes,No,No,No,38.8°C,124,Arthritis
